entry,hostname,delta,error,lastcall
1,xen-vm1,0.040001436,0.000001436,4.720058168
1,xen-vm1,0.040002382,0.000002382,4.760060550
1,xen-vm1,0.040007153,0.000007153,4.800067703
1,xen-vm1,0.040002223,0.000002223,4.840069926
1,xen-vm1,0.040003951,0.000003951,4.880073877
1,xen-vm1,0.040004496,0.000004496,4.920078373
1,xen-vm1,0.039998677,0.000001323,4.960077050
1,xen-vm1,0.040007714,0.000007714,5.000084764
1,xen-vm1,0.040001601,0.000001601,5.040086365
1,xen-vm1,0.040003149,0.000003149,5.080089514
1,xen-vm1,0.040006826,0.000006826,5.120096340
1,xen-vm1,0.039999442,0.000000558,5.160095782
1,xen-vm1,0.040007366,0.000007366,5.200103148
1,xen-vm1,0.040006773,0.000006773,5.240109921
1,xen-vm1,0.040002197,0.000002197,5.280112118
1,xen-vm1,0.040004128,0.000004128,5.320116246
1,xen-vm1,0.039999635,0.000000365,5.360115881
1,xen-vm1,0.040007766,0.000007766,5.400123647
1,xen-vm1,0.040003549,0.000003549,5.440127196
1,xen-vm1,0.040004188,0.000004188,5.480131384
1,xen-vm1,0.040005273,0.000005273,5.520136657
1,xen-vm1,0.040001119,0.000001119,5.560137776
1,xen-vm1,0.040005347,0.000005347,5.600143123
1,xen-vm1,0.040003803,0.000003803,5.640146926
1,xen-vm1,0.040003890,0.000003890,5.680150816
1,xen-vm1,0.040005978,0.000005978,5.720156794
1,xen-vm1,0.039999218,0.000000782,5.760156012
1,xen-vm1,0.040009526,0.000009526,5.800165538
1,xen-vm1,0.040004633,0.000004633,5.840170171
1,xen-vm1,0.040002610,0.000002610,5.880172781
1,xen-vm1,0.040003001,0.000003001,5.920175782
1,xen-vm1,0.040001704,0.000001704,5.960177486
1,xen-vm1,0.040008460,0.000008460,6.000185946
1,xen-vm1,0.040001520,0.000001520,6.040187466
1,xen-vm1,0.040004277,0.000004277,6.080191743
1,xen-vm1,0.040007347,0.000007347,6.120199090
1,xen-vm1,0.040000331,0.000000331,6.160199421
1,xen-vm1,0.040007815,0.000007815,6.200207236
1,xen-vm1,0.040005844,0.000005844,6.240213080
1,xen-vm1,0.040004400,0.000004400,6.280217480
1,xen-vm1,0.040004365,0.000004365,6.320221845
1,xen-vm1,0.040002020,0.000002020,6.360223865
1,xen-vm1,0.040006512,0.000006512,6.400230377
1,xen-vm1,0.040004964,0.000004964,6.440235341
1,xen-vm1,0.040006062,0.000006062,6.480241403
