entry,hostname,delta,error,lastcall
2,xen-vm2,0.060008221,0.000008221,49.187656107
3,xen-vm3,0.060011722,0.000011722,49.207639387
1,xen-vm1,0.060023998,0.000023998,49.217623302
2,xen-vm2,0.060010841,0.000010841,49.247666948
3,xen-vm3,0.060010078,0.000010078,49.267649465
1,xen-vm1,0.059995594,0.000004406,49.277618896
2,xen-vm2,0.060034720,0.000034720,49.307701668
3,xen-vm3,0.060004082,0.000004082,49.327653547
1,xen-vm1,0.060019280,0.000019280,49.337638176
2,xen-vm2,0.059982548,0.000017452,49.367684216
3,xen-vm3,0.060013203,0.000013203,49.387666750
1,xen-vm1,0.060008314,0.000008314,49.397646490
2,xen-vm2,0.060009326,0.000009326,49.427693542
3,xen-vm3,0.060011682,0.000011682,49.447678432
1,xen-vm1,0.060028071,0.000028071,49.457674561
2,xen-vm2,0.060010830,0.000010830,49.487704372
3,xen-vm3,0.060026925,0.000026925,49.507705357
1,xen-vm1,0.059996704,0.000003296,49.517671265
2,xen-vm2,0.060005140,0.000005140,49.547709512
3,xen-vm3,0.059983249,0.000016751,49.567688606
1,xen-vm1,0.060008305,0.000008305,49.577679570
2,xen-vm2,0.060031536,0.000031536,49.607741048
3,xen-vm3,0.060028230,0.000028230,49.627716836
1,xen-vm1,0.060020555,0.000020555,49.637700125
2,xen-vm2,0.059997258,0.000002742,49.667738306
3,xen-vm3,0.060009071,0.000009071,49.687725907
1,xen-vm1,0.060005731,0.000005731,49.697705856
2,xen-vm2,0.060013509,0.000013509,49.727751815
3,xen-vm3,0.060014684,0.000014684,49.747740591
1,xen-vm1,0.060010980,0.000010980,49.757716836
2,xen-vm2,0.060031498,0.000031498,49.787783313
3,xen-vm3,0.060038137,0.000038137,49.807778728
1,xen-vm1,0.060015228,0.000015228,49.817732064
2,xen-vm2,0.059994831,0.000005169,49.847778144
3,xen-vm3,0.059977596,0.000022404,49.867756324
1,xen-vm1,0.060010455,0.000010455,49.877742519
2,xen-vm2,0.060008678,0.000008678,49.907786822
3,xen-vm3,0.060005542,0.000005542,49.927761866
1,xen-vm1,0.060010066,0.000010066,49.937752585
2,xen-vm2,0.059996634,0.000003366,49.967783456
3,xen-vm3,0.060045055,0.000045055,49.987806921
1,xen-vm1,0.060045756,0.000045756,49.997798341
2,xen-vm2,0.060040316,0.000040316,50.027823772
3,xen-vm3,0.059983652,0.000016348,50.047790573
1,xen-vm1,0.059984361,0.000015639,50.057782702
2,xen-vm2,0.059989102,0.000010898,50.087812874
3,xen-vm3,0.060005396,0.000005396,50.107795969
1,xen-vm1,0.060007251,0.000007251,50.117789953
2,xen-vm2,0.060001021,0.000001021,50.147813895
3,xen-vm3,0.060002819,0.000002819,50.167798788
1,xen-vm1,0.060009489,0.000009489,50.177799442
2,xen-vm2,0.060011166,0.000011166,50.207825061
3,xen-vm3,0.060012327,0.000012327,50.227811115
1,xen-vm1,0.060014021,0.000014021,50.237813463
2,xen-vm2,0.060006551,0.000006551,50.267831612
