entry,hostname,delta,error,lastcall
4,xen-vm4,0.049814758,0.000185242,0.009887030
1,xen-vm1,0.049960900,0.000039100,0.020182626
2,xen-vm2,0.050036790,0.000036790,0.009992558
3,xen-vm3,0.049812383,0.000187617,0.009750169
4,xen-vm4,0.050199229,0.000199229,0.010273876
1,xen-vm1,0.050038133,0.000038133,0.020021530
2,xen-vm2,0.049974070,0.000025930,0.009928495
3,xen-vm3,0.050213351,0.000213351,0.009989450
4,xen-vm4,0.049803783,0.000196217,0.009864308
1,xen-vm1,0.049909862,0.000090138,0.020127609
2,xen-vm2,0.049808619,0.000191381,0.009827252
3,xen-vm3,0.049998928,0.000001072,0.010179759
4,xen-vm4,0.050188198,0.000188198,0.010053578
1,xen-vm1,0.050091686,0.000091686,0.020031097
2,xen-vm2,0.050052165,0.000052165,0.009787731
3,xen-vm3,0.049977919,0.000022081,0.010105513
4,xen-vm4,0.049803923,0.000196077,0.009879582
1,xen-vm1,0.049966047,0.000033953,0.020193221
2,xen-vm2,0.050171660,0.000171660,0.009993344
3,xen-vm3,0.050034504,0.000034504,0.009968357
4,xen-vm4,0.050208376,0.000208376,0.010053454
1,xen-vm1,0.049938533,0.000061467,0.019923378
2,xen-vm2,0.049769419,0.000230581,0.009824230
3,xen-vm3,0.049759100,0.000240900,0.009958038
4,xen-vm4,0.049824901,0.000175099,0.010119255
1,xen-vm1,0.050055964,0.000055964,0.020154441
2,xen-vm2,0.050226482,0.000226482,0.009994748
3,xen-vm3,0.050058440,0.000058440,0.009789996
4,xen-vm4,0.050003383,0.000003383,0.010064198
1,xen-vm1,0.050039355,0.000039355,0.020190413
2,xen-vm2,0.049834142,0.000165858,0.009789535
3,xen-vm3,0.050000726,0.000000726,0.009956580
4,xen-vm4,0.049954655,0.000045345,0.010018127
1,xen-vm1,0.049941070,0.000058930,0.020176828
2,xen-vm2,0.049937501,0.000062499,0.009785966
3,xen-vm3,0.049979353,0.000020647,0.009998432
